Symbol,Company Name
DGZ,"DB Gold Short ETN due February 15, 2038"
DHDG,WisdomTree Dynamic Currency Hedged International Quality Dividend Growth Fund
DHF,Dreyfus High Yield Strategies Fund Common Stock
DHI,"D.R. Horton, Inc. Common Stock"
DHIL,"Diamond Hill Investment Group, Inc. "
DHR,Danaher Corporation Common Stock
DHR$A,"Danaher Corporation 4.75% Mandatory Convertible Preferred Stock, Series A"
DHS,WisdomTree U.S. High Dividend Fund
DHT,"DHT Holdings, Inc."
DHVW,Diamond Hill Valuation
DHX,"DHI Group, Inc. Common Stock"
DHXM,DHX Media Ltd. 
DHY,Credit Suisse High Yield Bond Fund Common Stock
DIA,SPDR Dow Jones Industrial Average ETF
DIAL,Columbia Diversified Fixed Income Allocation ETF
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest
DIG,ProShares Ultra Oil & Gas
DIM,WisdomTree International MidCap Dividend Fund
DIN,"Dine Brands Global, Inc. Common Stock"
DINT,Davis Select International ETF
DIOD,Diodes Incorporated 
DIS,Walt Disney Company (The) Common Stock
DISCA,"Discovery, Inc. "
DISCB,"Discovery, Inc. "
DISCK,"Discovery, Inc. "
DISH,DISH Network Corporation 
DIT,AMCON Distributing Company Common Stock
DIV,Global X Super Dividend ETF
DIVA,AGFiQ Hedged Dividend Income Fund
DIVB,iShares U.S. Dividend and Buyback ETF
DIVC,Citigroup Inc. C
DIVO,Amplify YieldShares CWP Dividend & Option Income ETF
DIVY,Realty Shares DIVS ETF
DJCI,E
DJCO,Daily Journal Corp. (S.C.) 
DJD,Invesco Dow Jones Industrial Average Dividend ETF
DJP,iPath Bloomberg Commodity Index Total Return ETN
DJPY,ETNs linked to the VelocityShares Daily 4X Long USD vs. JPY Index
DK,"Delek US Holdings, Inc. Common Stock"
DKL,"Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests"
DKS,Dick's Sporting Goods Inc Common Stock
DKT,Deutsch Bk Contingent Cap Tr V Tr Pfd Secs
DL,China Distance Education Holdings Limited American Depositary Shares
DLA,"Delta Apparel, Inc. Common Stock"
DLB,Dolby Laboratories Common Stock
DLBR,Citigroup Global Markets Holdings Inc VelocityShares Short LIBOR ETN
DLBS,Barclays PLC 
DLHC,DLH Holdings Corp. 
DLN,WisdomTree U.S. LargeCap Dividend Fund
DLNG,Dynagas LNG Partners LP Common Units
DLNG$A,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units
DLNG$B,"Dynagas LNG Partners LP 8.75% Series B Fixed to Floating Rate Cumulative Redeemable Perpetual Preferred Units, liquidation preference $25.00 per Uni"
DLPH,Delphi Technologies PLC Ordinary Shares 
DLPN,"Dolphin Entertainment, Inc. "
DLPNW,"Dolphin Entertainment, Inc. "
DLR,"Digital Realty Trust, Inc. Common Stock"
DLR$C,"Digital Realty Trust, Inc. 6.625% Series C Cumulative Redeemable Perpetual Preferred Stock"
DLR$G,"Digital Realty Trust, Inc. Preferred Series G"
DLR$H,"Digital Realty Trust, Inc. Redeemable Preferred Stock Series H"
DLR$I,"Digital Realty Trust, Inc. 6.350% Series I Cumulative Redeemable Preferred Stock, par value $0.01 per share"
DLR$J,"Digital Realty Trust, Inc. 5.250% Series J Cumulative Redeemable Preferred Stock"
DLR$K,"Digital Realty Trust, Inc. 5.850% Series K Cumulative Redeemable Preferred Stock, par value $0.01 per share"
DLS,WisdomTree International SmallCap Fund
DLTH,Duluth Holdings Inc. 
DLTR,"Dollar Tree, Inc. "
DLX,Deluxe Corporation Common Stock
DMAC,DiaMedica Therapeutics Inc. 
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc. Common Stock"
DMDV,AAM S&P Developed Markets High Dividend Value ETF
DMF,"Dreyfus Municipal Income, Inc. Common Stock"
DMLP,"Dorchester Minerals, L.P. "
DMO,Western Asset Mortgage Defined Opportunity Fund Inc Common Stock
DMPI,"DelMar Pharmaceuticals, Inc. "
DMRC,Digimarc Corporation 
DMRI,DeltaShares S&P International Managed Risk ETF
DMRL,DeltaShares S&P 500 Managed Risk ETF
DMRM,DeltaShares S&P 400 Managed Risk ETF
DMRS,DeltaShares S&P 600 Managed Risk ETF
DNBF,DNB Financial Corp 
DNI,Dividend and Income Fund Common Stock
DNJR,Golden Bull Limited 
DNKN,"Dunkin' Brands Group, Inc. "
DNL,WisdomTree Global ex
DNLI,Denali Therapeutics Inc. 
DNN,Denison Mines Corp Ordinary Shares (Canada)
DNOW,NOW Inc. Common Stock
DNP,"DNP Select Income Fund, Inc. Common Stock"
DNR,Denbury Resources Inc. Common Stock
DO,"Diamond Offshore Drilling, Inc. Common Stock"
