	Code	PEG
36	AMP	0.0
30	ALXN	0.83
25	ALB	1.17
28	ALL	1.35
5	ABC	1.47
37	AMT	1.64
6	ABMD	1.69
2	AAP	1.78
31	AMAT	1.99
10	ADI	2.0
0	A	2.05
29	ALLE	2.13
4	ABBV	2.22
34	AME	2.24
3	AAPL	2.25
35	AMGN	2.26
24	AKAM	2.27
32	AMCR	2.32
7	ABT	2.41
8	ACN	2.57
26	ALGN	2.61
9	ADBE	2.61
38	AMZN	3.34
33	AMD	4.33
60	BAX	999.0
61	BBY	999.0
62	BDX	999.0
77	C	999.0
58	BA	999.0
57	AZO	999.0
56	AXP	999.0
55	AWK	999.0
54	AVY	999.0
53	AVGO	999.0
59	BAC	999.0
76	BXP	999.0
52	AVB	999.0
64	BF.B	999.0
65	BIIB	999.0
66	BK	999.0
67	BKNG	999.0
68	BKR	999.0
69	BLK	999.0
70	BLL	999.0
71	BMY	999.0
72	BR	999.0
73	BRK.B	999.0
74	BSX	999.0
75	BWA	999.0
63	BEN	999.0
51	ATVI	999.0
39	ANET	999.0
49	ARNC	999.0
1	AAL	999.0
11	ADM	999.0
12	ADP	999.0
13	ADS	999.0
14	ADSK	999.0
15	AEE	999.0
16	AEP	999.0
17	AES	999.0
18	AFL	999.0
19	AGN	999.0
20	AIG	999.0
21	AIV	999.0
22	AIZ	999.0
23	AJG	999.0
27	ALK	999.0
78	CAG	999.0
40	ANSS	999.0
41	ANTM	999.0
42	AON	999.0
43	AOS	999.0
44	APA	999.0
45	APD	999.0
46	APH	999.0
47	APTV	999.0
48	ARE	999.0
50	ATO	999.0
79	CAH	999.0
